Target_ID,Target_Protein_Name,Domain_ID
Q53HC5,Kelch-like protein 26,PF07707
Q53HC5,Kelch-like protein 26,PF00651
Q53HC5,Kelch-like protein 26,PF01344
Q53HC5,Kelch-like protein 26,PF13964
P55085,Proteinase-activated receptor 2,PF00001
Q13617,Cullin-2,PF00888
Q13617,Cullin-2,PF10557
Q7L5Y6,DET1 homolog,PF09737
P19320,Vascular cell adhesion protein 1,PF05790
P19320,Vascular cell adhesion protein 1,PF07679
P19320,Vascular cell adhesion protein 1,PF00047
P19320,Vascular cell adhesion protein 1,PF13927
P51587,Breast cancer type 2 susceptibility protein,PF09169
P51587,Breast cancer type 2 susceptibility protein,PF09103
P51587,Breast cancer type 2 susceptibility protein,PF09104
P51587,Breast cancer type 2 susceptibility protein,PF00634
P51587,Breast cancer type 2 susceptibility protein,PF22687
P51587,Breast cancer type 2 susceptibility protein,PF21318
P51587,Breast cancer type 2 susceptibility protein,PF09121
Q9BSM1,Polycomb group RING finger protein 1,PF16207
Q9BSM1,Polycomb group RING finger protein 1,PF13923
Q9Y3A5,Ribosome maturation protein SBDS,PF20268
Q9Y3A5,Ribosome maturation protein SBDS,PF09377
Q9Y3A5,Ribosome maturation protein SBDS,PF01172
Q99755,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha,PF01504
Q86YJ5,E3 ubiquitin-protein ligase MARCHF9,PF12906
Q9UIM3,FK506-binding protein-like,PF00515
Q9UIM3,FK506-binding protein-like,PF13432
Q8IX18,Probable ATP-dependent RNA helicase DHX40,PF00270
Q8IX18,Probable ATP-dependent RNA helicase DHX40,PF21010
Q8IX18,Probable ATP-dependent RNA helicase DHX40,PF04408
Q8IX18,Probable ATP-dependent RNA helicase DHX40,PF00271
Q8IX18,Probable ATP-dependent RNA helicase DHX40,PF07717
A0A0S2Z547,Rho guanine nucleotide exchange factor 15 isoform 1,PF00621
Q5NEI9,beta-fructofuranosidase,PF08244
Q5NEI9,beta-fructofuranosidase,PF00251
Q9UBU8,Mortality factor 4-like protein 1,PF05712
Q9UBU8,Mortality factor 4-like protein 1,PF11717
Q13153,Serine/threonine-protein kinase PAK 1,PF00786
Q13153,Serine/threonine-protein kinase PAK 1,PF00069
O00443,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,PF00168
O00443,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,PF00454
O00443,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,PF00792
O00443,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,PF00794
O00443,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,PF00613
O00443,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,PF00787
P04792,Heat shock protein beta-1,PF00011
Q13451,Peptidyl-prolyl cis-trans isomerase FKBP5,PF00254
Q13451,Peptidyl-prolyl cis-trans isomerase FKBP5,PF00515
Q13451,Peptidyl-prolyl cis-trans isomerase FKBP5,PF13181
Q96KQ7,Histone-lysine N-methyltransferase EHMT2,PF00023
Q96KQ7,Histone-lysine N-methyltransferase EHMT2,PF12796
Q96KQ7,Histone-lysine N-methyltransferase EHMT2,PF21533
Q96KQ7,Histone-lysine N-methyltransferase EHMT2,PF05033
Q96KQ7,Histone-lysine N-methyltransferase EHMT2,PF00856
Q04759,Protein kinase C theta type,PF00130
Q04759,Protein kinase C theta type,PF21494
Q04759,Protein kinase C theta type,PF00069
Q04759,Protein kinase C theta type,PF00433
Q13114,TNF receptor-associated factor 3,PF21355
Q13114,TNF receptor-associated factor 3,PF21363
Q13114,TNF receptor-associated factor 3,PF02176
Q9BWF3,RNA-binding protein 4,PF00076
Q9BWF3,RNA-binding protein 4,PF00098
Q8IWD4,Coiled-coil domain-containing protein 117,PF15810
Q9HBY8,Serine/threonine-protein kinase Sgk2,PF00069
Q9HBY8,Serine/threonine-protein kinase Sgk2,PF00433
Q9NW97,Transmembrane protein 51,PF15345
Q6NSI4,RPA-related protein RADX,PF17659
P68400,Casein kinase II subunit alpha,PF00069
Q8N5A5,Zinc finger CCCH-type with G patch domain-containing protein,PF01585
Q8N5A5,Zinc finger CCCH-type with G patch domain-containing protein,PF18044
P62136,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,PF00149
P62136,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,PF16891
O95084,Serine protease 23,PF00089
Q86VU5,Catechol O-methyltransferase domain-containing protein 1,PF01596
A4FVC0,Protein argonaute-1,PF08699
A4FVC0,Protein argonaute-1,PF16488
A4FVC0,Protein argonaute-1,PF16487
A4FVC0,Protein argonaute-1,PF16486
A4FVC0,Protein argonaute-1,PF02170
A4FVC0,Protein argonaute-1,PF02171
O75376,Nuclear receptor corepressor 1,PF15784
O75376,Nuclear receptor corepressor 1,PF00249
P33991,DNA replication licensing factor MCM4,PF00493
P33991,DNA replication licensing factor MCM4,PF21128
P33991,DNA replication licensing factor MCM4,PF17855
P33991,DNA replication licensing factor MCM4,PF14551
P33991,DNA replication licensing factor MCM4,PF17207
Q2NKJ3,CST complex subunit CTC1,PF15489
Q99683,Mitogen-activated protein kinase kinase kinase 5,PF19039
Q99683,Mitogen-activated protein kinase kinase kinase 5,PF20309
Q99683,Mitogen-activated protein kinase kinase kinase 5,PF20302
Q99683,Mitogen-activated protein kinase kinase kinase 5,PF13281
Q99683,Mitogen-activated protein kinase kinase kinase 5,PF00069
O43684,Mitotic checkpoint protein BUB3,PF00400
O75582,Ribosomal protein S6 kinase alpha-5,PF00069
O75582,Ribosomal protein S6 kinase alpha-5,PF00433
P09681,Gastric inhibitory polypeptide,PF00123
Q15375,Ephrin type-A receptor 7,PF14575
Q15375,Ephrin type-A receptor 7,PF01404
Q15375,Ephrin type-A receptor 7,PF07699
Q15375,Ephrin type-A receptor 7,PF00041
Q15375,Ephrin type-A receptor 7,PF07714
Q15375,Ephrin type-A receptor 7,PF00536
P01889,"HLA class I histocompatibility antigen, B alpha chain",PF07654
P01889,"HLA class I histocompatibility antigen, B alpha chain",PF00129
P01889,"HLA class I histocompatibility antigen, B alpha chain",PF06623
P61081,NEDD8-conjugating enzyme Ubc12,PF00179
Q13105,Zinc finger and BTB domain-containing protein 17,PF00651
Q13105,Zinc finger and BTB domain-containing protein 17,PF00096
Q13105,Zinc finger and BTB domain-containing protein 17,PF13894
P16234,Platelet-derived growth factor receptor alpha,PF07679
P16234,Platelet-derived growth factor receptor alpha,PF25305
P16234,Platelet-derived growth factor receptor alpha,PF07714
Q6DHV7,N6-Methyl-AMP deaminase,PF00962
Q8IWX7,Protein unc-45 homolog B,PF11701
Q96RR4,Calcium/calmodulin-dependent protein kinase kinase 2,PF00069
Q96M89,Coiled-coil domain-containing protein 138,PF21035
Q96M89,Coiled-coil domain-containing protein 138,PF21037
Q86WA0,ATP-dependent RNA helicase TDRD9,PF00270
Q86WA0,ATP-dependent RNA helicase TDRD9,PF21010
Q86WA0,ATP-dependent RNA helicase TDRD9,PF00271
C5E526,RNA-directed RNA polymerase catalytic subunit,PF00602
Q59FJ7,non-specific serine/threonine protein kinase,PF00069
Q5T853,Mitogen-activated protein kinase kinase kinase 8,PF00069
P21796,Non-selective voltage-gated ion channel VDAC1,PF01459
P54756,Ephrin type-A receptor 5,PF14575
P54756,Ephrin type-A receptor 5,PF01404
P54756,Ephrin type-A receptor 5,PF00041
P54756,Ephrin type-A receptor 5,PF07714
P54756,Ephrin type-A receptor 5,PF00536
P06737,"Glycogen phosphorylase, liver form",PF00343
P0DPB3,Schwannomin-interacting protein 1,PF10148
P60842,Eukaryotic initiation factor 4A-I,PF00270
P60842,Eukaryotic initiation factor 4A-I,PF00271
Q6P9F7,Volume-regulated anion channel subunit LRRC8B,PF13306
Q6P9F7,Volume-regulated anion channel subunit LRRC8B,PF13855
Q6P9F7,Volume-regulated anion channel subunit LRRC8B,PF12534
Q92544,Transmembrane 9 superfamily member 4,PF02990
Q96S53,Dual specificity testis-specific protein kinase 2,PF07714
O00221,NF-kappa-B inhibitor epsilon,PF12796
Q7Z695,Uncharacterized aarF domain-containing protein kinase 2,PF03109
P56537,Eukaryotic translation initiation factor 6,PF01912
Q6P5Z2,Serine/threonine-protein kinase N3,PF02185
Q6P5Z2,Serine/threonine-protein kinase N3,PF00069
Q6P5Z2,Serine/threonine-protein kinase N3,PF00433
Q13309,S-phase kinase-associated protein 2,PF12937
Q9WTQ5,A-kinase anchor protein 12,PF10522
Q9WTQ5,A-kinase anchor protein 12,PF03832
Q96MI6,Protein phosphatase 1M,PF00481
Q9NUG6,p53 and DNA damage-regulated protein 1,PF01920
Q9DCX1,MAD2L1-binding protein,PF06581
Q6IAW5,Calumenin,PF13202
Q504T8,Midnolin,PF00240
P17735,Tyrosine aminotransferase,PF00155
P17735,Tyrosine aminotransferase,PF07706
P20594,Atrial natriuretic peptide receptor 2,PF01094
P20594,Atrial natriuretic peptide receptor 2,PF00211
P20594,Atrial natriuretic peptide receptor 2,PF07714
Q9UBN7,Protein deacetylase HDAC6,PF00850
Q9UBN7,Protein deacetylase HDAC6,PF02148
P17658,Potassium voltage-gated channel subfamily A member 6,PF02214
P17658,Potassium voltage-gated channel subfamily A member 6,PF00520
P29597,Non-receptor tyrosine-protein kinase TYK2,PF18379
P29597,Non-receptor tyrosine-protein kinase TYK2,PF18377
P29597,Non-receptor tyrosine-protein kinase TYK2,PF17887
P29597,Non-receptor tyrosine-protein kinase TYK2,PF07714
P29597,Non-receptor tyrosine-protein kinase TYK2,PF21990
O14730,Serine/threonine-protein kinase RIO3,PF01163
O43293,Death-associated protein kinase 3,PF00069
O94776,Metastasis-associated protein MTA2,PF01426
O94776,Metastasis-associated protein MTA2,PF01448
O94776,Metastasis-associated protein MTA2,PF00320
O94776,Metastasis-associated protein MTA2,PF17226
O94776,Metastasis-associated protein MTA2,PF00249
P11712,Cytochrome P450 2C9,PF00067
P35613,Basigin,PF13927
P53667,LIM domain kinase 1,PF00412
P53667,LIM domain kinase 1,PF00595
P53667,LIM domain kinase 1,PF07714
O94868,F-BAR and double SH3 domains protein 2,PF00611
O94868,F-BAR and double SH3 domains protein 2,PF00018
O94868,F-BAR and double SH3 domains protein 2,PF14604
P04637,Cellular tumor antigen p53,PF00870
P04637,Cellular tumor antigen p53,PF08563
P04637,Cellular tumor antigen p53,PF07710
P04637,Cellular tumor antigen p53,PF18521
P03431,RNA-directed RNA polymerase catalytic subunit,PF00602
Q8JPQ9,Non-structural protein NS-S,PF01104
Q6FHM2,Epididymis secretory sperm binding protein,PF25391
Q9P0T5,HSPC188,PF04064
Q9H4B7,Tubulin beta-1 chain,PF00091
Q9H4B7,Tubulin beta-1 chain,PF03953
Q9Y4A5,Transformation/transcription domain-associated protein,PF02259
Q9Y4A5,Transformation/transcription domain-associated protein,PF00454
Q9Y4A5,Transformation/transcription domain-associated protein,PF20175
Q9Y4A5,Transformation/transcription domain-associated protein,PF20206
P21333,Filamin-A,PF00307
P21333,Filamin-A,PF00630
P42285,Exosome RNA helicase MTR4,PF00270
P42285,Exosome RNA helicase MTR4,PF08148
P42285,Exosome RNA helicase MTR4,PF00271
P42285,Exosome RNA helicase MTR4,PF21408
P42285,Exosome RNA helicase MTR4,PF13234
Q8TBZ3,WD repeat-containing protein 20,PF00400
Q92844,TRAF family member-associated NF-kappa-B activator,PF12845
Q9C004,Protein sprouty homolog 4,PF05210
P51451,Tyrosine-protein kinase Blk,PF07714
P51451,Tyrosine-protein kinase Blk,PF00017
P51451,Tyrosine-protein kinase Blk,PF00018
Q969Z0,FAST kinase domain-containing protein 4,PF06743
Q969Z0,FAST kinase domain-containing protein 4,PF08368
Q969Z0,FAST kinase domain-containing protein 4,PF08373
Q96DA0,Pancreatic adenocarcinoma up-regulated factor,PF01419
Q9Y5K6,CD2-associated protein,PF00018
Q9Y5K6,CD2-associated protein,PF14604
Q6PI26,Protein SHQ1 homolog,PF04925
Q6PI26,Protein SHQ1 homolog,PF21413
Q92841,Probable ATP-dependent RNA helicase DDX17,PF00270
Q92841,Probable ATP-dependent RNA helicase DDX17,PF00271
Q9BYT3,Serine/threonine-protein kinase 33,PF00069
O15197,Ephrin type-B receptor 6,PF14575
O15197,Ephrin type-B receptor 6,PF01404
O15197,Ephrin type-B receptor 6,PF07699
O15197,Ephrin type-B receptor 6,PF00041
O15197,Ephrin type-B receptor 6,PF07714
O15197,Ephrin type-B receptor 6,PF07647
P0C6X1,Replicase polyprotein 1ab,PF13087
P0C6X1,Replicase polyprotein 1ab,PF13604
P0C6X1,Replicase polyprotein 1ab,PF06471
P0C6X1,Replicase polyprotein 1ab,PF06460
P0C6X1,Replicase polyprotein 1ab,PF09401
P0C6X1,Replicase polyprotein 1ab,PF20631
P0C6X1,Replicase polyprotein 1ab,PF20633
P0C6X1,Replicase polyprotein 1ab,PF20632
P0C6X1,Replicase polyprotein 1ab,PF19215
P0C6X1,Replicase polyprotein 1ab,PF19216
P0C6X1,Replicase polyprotein 1ab,PF19219
P0C6X1,Replicase polyprotein 1ab,PF19212
P0C6X1,Replicase polyprotein 1ab,PF19211
P0C6X1,Replicase polyprotein 1ab,PF19218
P0C6X1,Replicase polyprotein 1ab,PF16348
P0C6X1,Replicase polyprotein 1ab,PF19217
P0C6X1,Replicase polyprotein 1ab,PF19213
P0C6X1,Replicase polyprotein 1ab,PF08716
P0C6X1,Replicase polyprotein 1ab,PF08717
P0C6X1,Replicase polyprotein 1ab,PF08710
P0C6X1,Replicase polyprotein 1ab,PF08715
P0C6X1,Replicase polyprotein 1ab,PF06478
P0C6X1,Replicase polyprotein 1ab,PF01661
P0C6X1,Replicase polyprotein 1ab,PF05409
P0C6X1,Replicase polyprotein 1ab,PF00680
Q9NXK8,F-box/LRR-repeat protein 12,PF12937
P54793,Arylsulfatase F,PF00884
P54793,Arylsulfatase F,PF14707
Q1K9H5,RNA-directed RNA polymerase catalytic subunit,PF00602
O75170,Serine/threonine-protein phosphatase 6 regulatory subunit 2,PF04499
Q8IW40,Dynein axonemal assembly factor 19,PF15867
Q8IW40,Dynein axonemal assembly factor 19,PF13877
Q8N4C8,Misshapen-like kinase 1,PF00780
Q8N4C8,Misshapen-like kinase 1,PF00069
Q6VVB1,E3 ubiquitin-protein ligase NHLRC1,PF14634
Q9UF56,F-box/LRR-repeat protein 17,PF12937
Q9UF56,F-box/LRR-repeat protein 17,PF13516
Q9Y2X3,Nucleolar protein 58,PF01798
Q9Y2X3,Nucleolar protein 58,PF08156
Q92482,Aquaporin-3,PF00230
O43314,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,PF00328
O43314,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,PF18086
Q96DB2,Histone deacetylase 11,PF00850
Q9BVA1,Tubulin beta-2B chain,PF00091
Q9BVA1,Tubulin beta-2B chain,PF03953
P49760,Dual specificity protein kinase CLK2,PF00069
P52272,Heterogeneous nuclear ribonucleoprotein M,PF11532
P52272,Heterogeneous nuclear ribonucleoprotein M,PF00076
Q96MX6,Dynein axonemal assembly factor 10,PF00400
Q9P265,Disco-interacting protein 2 homolog B,PF00501
Q9P265,Disco-interacting protein 2 homolog B,PF23024
Q9P265,Disco-interacting protein 2 homolog B,PF06464
Q15404,Ras suppressor protein 1,PF23598
Q15404,Ras suppressor protein 1,PF13855
O70591,Prefoldin subunit 2,PF01920
Q8WXJ9,Ankyrin repeat and SOCS box protein 17,PF07525
Q58FG0,Putative heat shock protein HSP 90-alpha A5,PF00183
H0YE48,TNNI3 interacting kinase,PF07714
Q12851,Mitogen-activated protein kinase kinase kinase kinase 2,PF00780
Q12851,Mitogen-activated protein kinase kinase kinase kinase 2,PF00069
Q14181,DNA polymerase alpha subunit B,PF04042
Q14181,DNA polymerase alpha subunit B,PF22062
Q14181,DNA polymerase alpha subunit B,PF08418
Q8N653,Leucine-zipper-like transcriptional regulator 1,PF00651
Q8N653,Leucine-zipper-like transcriptional regulator 1,PF01344
Q8N653,Leucine-zipper-like transcriptional regulator 1,PF24681
Q9ULD6,Protein inturned,PF19031
Q9ULD6,Protein inturned,PF19032
Q9ULD6,Protein inturned,PF19033
Q9Y478,5'-AMP-activated protein kinase subunit beta-1,PF16561
Q9Y478,5'-AMP-activated protein kinase subunit beta-1,PF04739
Q9H2G9,Golgin-45,PF08227
O75478,Transcriptional adapter 2-alpha,PF00249
O75478,Transcriptional adapter 2-alpha,PF04433
O75478,Transcriptional adapter 2-alpha,PF22941
O75478,Transcriptional adapter 2-alpha,PF25299
P0C0S5,Histone H2A.Z,PF00125
P0C0S5,Histone H2A.Z,PF16211
Q96FF9,Sororin,PF25220
Q96FF9,Sororin,PF09666
Q96G23,Ceramide synthase 2,PF00046
Q96G23,Ceramide synthase 2,PF03798
Q13702,43 kDa receptor-associated protein of the synapse,PF10579
Q13702,43 kDa receptor-associated protein of the synapse,PF13181
Q13702,43 kDa receptor-associated protein of the synapse,PF13639
Q5T200,Zinc finger CCCH domain-containing protein 13,PF00642
Q9NRG4,N-lysine methyltransferase SMYD2,PF00856
Q9NRG4,N-lysine methyltransferase SMYD2,PF01753
P28574,Protein max,PF00010
P05919,Protein Vpu,PF00558
P03452,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],PF00509
Q9NQT6,Fascin-3,PF06268
C9JYL6,Ret proto-oncogene,PF22540
P15880,Small ribosomal subunit protein uS5,PF00333
P15880,Small ribosomal subunit protein uS5,PF03719
Q13043,Serine/threonine-protein kinase 4,PF11629
Q13043,Serine/threonine-protein kinase 4,PF00069
Q8NBZ0,INO80 complex subunit E,PF24237
O43156,TELO2-interacting protein 1 homolog,PF24176
O43156,TELO2-interacting protein 1 homolog,PF24181
O43156,TELO2-interacting protein 1 homolog,PF24173
O43156,TELO2-interacting protein 1 homolog,PF21547
P50502,Hsc70-interacting protein,PF18253
P50502,Hsc70-interacting protein,PF17830
P50502,Hsc70-interacting protein,PF13181
Q15119,[Pyruvate dehydrogenase,PF10436
Q15119,[Pyruvate dehydrogenase,PF02518
Q5T447,E3 ubiquitin-protein ligase HECTD3,PF03256
Q5T447,E3 ubiquitin-protein ligase HECTD3,PF00632
Q86SG6,Serine/threonine-protein kinase Nek8,PF00069
Q86SG6,Serine/threonine-protein kinase Nek8,PF25390
P61218,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",PF01192
Q01432,AMP deaminase 3,PF19326
Q15691,Microtubule-associated protein RP/EB family member 1,PF00307
Q15691,Microtubule-associated protein RP/EB family member 1,PF03271
Q96PN8,Testis-specific serine/threonine-protein kinase 3,PF00069
Q6PI77,G protein-coupled receptor associated sorting protein 3,PF04826
Q6ZRS2,Helicase SRCAP,PF00271
Q6ZRS2,Helicase SRCAP,PF07529
Q6ZRS2,Helicase SRCAP,PF00176
Q9NRD1,F-box only protein 6,PF12937
Q9NRD1,F-box only protein 6,PF04300
Q9BQ31,Delayed-rectifier potassium channel regulatory subunit KCNS3,PF02214
Q9BQ31,Delayed-rectifier potassium channel regulatory subunit KCNS3,PF00520
Q9P212,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1",PF00168
Q9P212,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1",PF09279
Q9P212,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1",PF00388
Q9P212,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1",PF00387
Q9P212,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1",PF00788
Q9P212,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1",PF00617
Q15714,TSC22 domain family protein 1,PF01166
Q9UIX4,Voltage-gated potassium channel regulatory subunit KCNG1,PF02214
Q9UIX4,Voltage-gated potassium channel regulatory subunit KCNG1,PF00520
Q9Y251,Heparanase,PF03662
A7MD48,Serine/arginine repetitive matrix protein 4,PF15230
O00400,Acetyl-coenzyme A transporter 1,PF13000
Q3SXR2,Uncharacterized protein C3orf36,PF17715
Q5TCX8,Mitogen-activated protein kinase kinase kinase 21,PF07714
Q5TCX8,Mitogen-activated protein kinase kinase kinase 21,PF14604
Q8TCT0,Ceramide kinase,PF19280
Q8TCT0,Ceramide kinase,PF00781
Q8TCT0,Ceramide kinase,PF25382
Q14444,Caprin-1,PF12287
Q14444,Caprin-1,PF18293
Q96II8,DISP complex protein LRCH3,PF00307
Q96II8,DISP complex protein LRCH3,PF13855
Q8NFZ0,F-box DNA helicase 1,PF12937
Q8NFZ0,F-box DNA helicase 1,PF00580
Q8NFZ0,F-box DNA helicase 1,PF13361
Q9Y577,E3 ubiquitin-protein ligase TRIM17,PF00622
Q9Y577,E3 ubiquitin-protein ligase TRIM17,PF00643
Q9Y577,E3 ubiquitin-protein ligase TRIM17,PF13445
P07333,Macrophage colony-stimulating factor 1 receptor,PF00047
P07333,Macrophage colony-stimulating factor 1 receptor,PF25305
P07333,Macrophage colony-stimulating factor 1 receptor,PF07714
P29323,Ephrin type-B receptor 2,PF14575
P29323,Ephrin type-B receptor 2,PF01404
P29323,Ephrin type-B receptor 2,PF07699
P29323,Ephrin type-B receptor 2,PF00041
P29323,Ephrin type-B receptor 2,PF07714
P29323,Ephrin type-B receptor 2,PF00536
P63092,Guanine nucleotide-binding protein G,PF00503
Q8IZL9,Cyclin-dependent kinase 20,PF00069
Q9BQ95,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",PF14784
Q9BQ95,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",PF06239
P52948,Nuclear pore complex protein Nup98-Nup96,PF04096
P52948,Nuclear pore complex protein Nup98-Nup96,PF12110
P52948,Nuclear pore complex protein Nup98-Nup96,PF21240
Q9Z0E3,Autoimmune regulator,PF03172
Q9Z0E3,Autoimmune regulator,PF00628
Q9Z0E3,Autoimmune regulator,PF01342
P04413,Serine/threonine-protein kinase US3,PF00069
Q14576,ELAV-like protein 3,PF00076
A0AUL9,ATG2A protein,PF13329
Q9H3U1,Protein unc-45 homolog A,PF13432
Q9H3U1,Protein unc-45 homolog A,PF13181
Q9H3U1,Protein unc-45 homolog A,PF11701
P49716,CCAAT/enhancer-binding protein delta,PF07716
Q96BD6,SPRY domain-containing SOCS box protein 1,PF07525
Q96BD6,SPRY domain-containing SOCS box protein 1,PF00622
Q9NNW5,tRNA,PF00400
Q8TB24,Ras and Rab interactor 3,PF23268
Q8TB24,Ras and Rab interactor 3,PF02204
Q8TDR2,Serine/threonine-protein kinase 35,PF00069
Q9UHD2,Serine/threonine-protein kinase TBK1,PF00069
Q9UHD2,Serine/threonine-protein kinase TBK1,PF18394
Q9UHD2,Serine/threonine-protein kinase TBK1,PF18396
P80192,Mitogen-activated protein kinase kinase kinase 9,PF00069
P80192,Mitogen-activated protein kinase kinase kinase 9,PF14604
P25490,Transcriptional repressor protein YY1,PF00096
P86480,Proline-rich protein 20D,PF15708
P51530,DNA replication ATP-dependent helicase/nuclease DNA2,PF13086
P51530,DNA replication ATP-dependent helicase/nuclease DNA2,PF13087
P51530,DNA replication ATP-dependent helicase/nuclease DNA2,PF08696
P51530,DNA replication ATP-dependent helicase/nuclease DNA2,PF21123
Q9UQ88,Cyclin-dependent kinase 11A,PF00069
Q92466,DNA damage-binding protein 2,PF00400
P25054,Adenomatous polyposis coli protein,PF05972
P25054,Adenomatous polyposis coli protein,PF05956
P25054,Adenomatous polyposis coli protein,PF16689
P25054,Adenomatous polyposis coli protein,PF05923
P25054,Adenomatous polyposis coli protein,PF18797
P25054,Adenomatous polyposis coli protein,PF16634
P25054,Adenomatous polyposis coli protein,PF16635
P25054,Adenomatous polyposis coli protein,PF16636
P25054,Adenomatous polyposis coli protein,PF16630
P25054,Adenomatous polyposis coli protein,PF16633
P25054,Adenomatous polyposis coli protein,PF00514
P25054,Adenomatous polyposis coli protein,PF16629
P25054,Adenomatous polyposis coli protein,PF05937
P25054,Adenomatous polyposis coli protein,PF05924
P25054,Adenomatous polyposis coli protein,PF11414
O75626,PR domain zinc finger protein 1,PF21549
O75626,PR domain zinc finger protein 1,PF00096
Q9HCC6,Transcription factor HES-4,PF07527
Q9HCC6,Transcription factor HES-4,PF00010
Q8N5I9,NOP protein chaperone 1,PF15370
D3YY91,Leucine-rich repeat protein 1,PF12799
D3YY91,Leucine-rich repeat protein 1,PF25344
Q8VD62,UPF0696 protein C11orf68 homolog,PF08939
P31948,Stress-induced-phosphoprotein 1,PF17830
P31948,Stress-induced-phosphoprotein 1,PF13414
P31948,Stress-induced-phosphoprotein 1,PF13424
P31948,Stress-induced-phosphoprotein 1,PF07719
P31948,Stress-induced-phosphoprotein 1,PF13181
Q8WXH6,Ras-related protein Rab-40A,PF00071
Q8WXH6,Ras-related protein Rab-40A,PF07525
Q96QP1,Alpha-protein kinase 1,PF02816
O14798,Tumor necrosis factor receptor superfamily member 10C,PF00020
P0DP91,Chimeric ERCC6-PGBD3 protein,PF13843
P61244,Protein max,PF00010
Q96G46,tRNA-dihydrouridine,PF01207
Q9P296,C5a anaphylatoxin chemotactic receptor 2,PF00001
O43765,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,PF16546
O43765,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,PF00515
O43765,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,PF13181
P49327,Fatty acid synthase,PF00698
P49327,Fatty acid synthase,PF00107
P49327,Fatty acid synthase,PF21149
P49327,Fatty acid synthase,PF16197
P49327,Fatty acid synthase,PF00109
P49327,Fatty acid synthase,PF02801
P49327,Fatty acid synthase,PF08659
P49327,Fatty acid synthase,PF08242
P49327,Fatty acid synthase,PF21089
P49327,Fatty acid synthase,PF00550
P49327,Fatty acid synthase,PF00975
Q15365,Poly,PF00013
Q9NYH9,U3 small nucleolar RNA-associated protein 6 homolog,PF08640
Q9NYH9,U3 small nucleolar RNA-associated protein 6 homolog,PF24892
O15013,Rho guanine nucleotide exchange factor 10,PF19057
O15013,Rho guanine nucleotide exchange factor 10,PF00621
O15013,Rho guanine nucleotide exchange factor 10,PF19056
P19838,Nuclear factor NF-kappa-B p105 subunit,PF00023
P19838,Nuclear factor NF-kappa-B p105 subunit,PF12796
P19838,Nuclear factor NF-kappa-B p105 subunit,PF00531
P19838,Nuclear factor NF-kappa-B p105 subunit,PF16179
P19838,Nuclear factor NF-kappa-B p105 subunit,PF00554
Q709F0,Acyl-CoA dehydrogenase family member 11,PF00441
Q709F0,Acyl-CoA dehydrogenase family member 11,PF02770
Q709F0,Acyl-CoA dehydrogenase family member 11,PF02771
Q709F0,Acyl-CoA dehydrogenase family member 11,PF01636
Q8N302,Angiogenic factor with G patch and FHA domains 1,PF00498
Q8N302,Angiogenic factor with G patch and FHA domains 1,PF01585
Q8N302,Angiogenic factor with G patch and FHA domains 1,PF17780
Q9NXL9,DNA helicase MCM9,PF00493
Q9NXL9,DNA helicase MCM9,PF17855
Q9NXL9,DNA helicase MCM9,PF17207
Q61081,Hsp90 co-chaperone Cdc37,PF08564
Q61081,Hsp90 co-chaperone Cdc37,PF08565
Q61081,Hsp90 co-chaperone Cdc37,PF03234
Q6NSJ2,Pleckstrin homology-like domain family B member 3,PF00169
A1A4S6,Rho GTPase-activating protein 10,PF16746
A1A4S6,Rho GTPase-activating protein 10,PF00169
A1A4S6,Rho GTPase-activating protein 10,PF00620
A1A4S6,Rho GTPase-activating protein 10,PF14604
O15484,Calpain-5,PF00168
O15484,Calpain-5,PF01067
O15484,Calpain-5,PF00648
Q8NEE6,F-box and leucine-rich repeat protein 13,PF12937
Q8NEE6,F-box and leucine-rich repeat protein 13,PF13516
O14544,Suppressor of cytokine signaling 6,PF00017
O14544,Suppressor of cytokine signaling 6,PF07525
